Date;Type;Country;Injury
15-May-2005;Unprovoked;AUSTRALIA;Severe injury to lower leg
14-May-2005;Boating;USA;No injury, shark bit kayak
03-May-2005;Unprovoked;MADAGASCAR;Thigh bitten
02-May-2005;Sea Disaster;USA;No injury
02-May-2005;Unprovoked;USA;No injury, board damaged
25-Apr-2005;Provoked;AUSTRALIA;Laceration on left thigh PROVOKED INCIDENT
17-Apr-2005;Unprovoked;AUSTRALIA;Shark-bitten surfboard found adrift
16-Apr-2005;Unprovoked;AUSTRALIA;Minor cuts above his right eye
16-Apr-2005;Unprovoked;AUSTRALIA;No injury, board bitten
13-Apr-2005;Unprovoked;USA;Right lower leg bitten
09-Apr-2005;Invalid;USA;Foot injured 
07-Apr-2005;Unprovoked;USA;Left foot bitten 
06-Apr-2005;Unprovoked;USA;Left calf injured
06-Apr-2005;Invalid;HONDURAS;Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded
28-Mar-2005;Unprovoked;SOUTH AFRICA;Lacerations to right calf, puncture wounds on right foot
Reported    27-Mar-2005;Unprovoked;AUSTRALIA;No injury, shark rammed surfboard
25-Mar-2005;Unprovoked;VENEZUELA;Right leg bitten
19-Mar-2005;Unprovoked;AUSTRALIA;FATAL
12-Mar-2005;Provoked;USA;2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT
10-Mar-2005;Invalid;SOUTH AFRICA;Bites by 2.5 m tiger shark were post mortem
09-Mar-2005;Provoked;NEW ZEALAND;No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT
05-Mar-2005;Unprovoked;SOLOMON ISLANDS;Thighs bitten
26-Feb-2005;Unprovoked;AUSTRALIA;Finger bitten
22-Feb-2005;Provoked;USA;Speared shark bit his chest PROVOKED INCIDENT
16-Feb-2005;Unprovoked;USA;No injury, knocked off board, shark bit board
13-Feb-2005;Unprovoked;USA;Hand bitten
04-Feb-2005;Unprovoked;BRAZIL;Right thigh & ankle injured
20-Jan-2005;Unprovoked;CUBA;Left foot severed
19-Jan-2005;Provoked;AUSTRALIA;No injury. Towed by speared shark PROVOKED INCIDENT
14-Jan-2005;Provoked;AUSTRALIA;No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT
08-Jan-2005;Boating;NEW ZEALAND;No injury, kayak bumped repeatedly
26-Dec-2004;Invalid;SRI LANKA;No injury
16-Dec-2004;Unprovoked;AUSTRALIA;FATAL
11-Dec-2004;Unprovoked;AUSTRALIA;FATAL, leg bitten
27-Nov-2004;Unprovoked;SOUTH AFRICA;3 lacerations on foot
26-Nov-2004;Unprovoked;SOUTH AFRICA;Lacerations on lower leg & foot
15-Nov-2004;Unprovoked;SOUTH AFRICA;FATAL
11-Nov-2004;Unprovoked;USA;Lacerations to hand, knee & thigh 
11-Nov-2004;Unprovoked;VANUATU;Thigh bitten
Nov-2004;Unprovoked;NEW CALEDONIA;Forearm bitten
31-Oct-2004;Unprovoked;CUBA;Left forearm bitten
30-Oct-2004;Invalid;NEW ZEALAND;No injury
30-Oct-2004;Unprovoked;SOUTH AFRICA;Right ankle & foot lacerated
21-Oct-2004;Unprovoked;AUSTRALIA;Right foot lacerated
10-Oct-2004;Unprovoked;USA;Lower leg bitten
09-Oct-2004;Unprovoked;USA;Left shoulder bitten
09-Oct-2004;Unprovoked;SOUTH AFRICA;Puncture wounds on right foot
06-Oct-2004;Unprovoked;REUNION;Leg severely bitten, surgically amputated
02-Oct-2004;Unprovoked;USA;No injury, knocked off surfboard
01-Oct-2004;Unprovoked;USA;No injury, shark struck board & spun it around
25-Sep-2004;Boat;AUSTRALIA;No injury to occupants, boat damaged
20-Sep-2004;Unprovoked;USA;Leg bitten
10-Sep-2004;Invalid;USA;Minor scratch on calf
08-Sep-2004;Unprovoked;BRAZIL;FATAL
04-Sep-2004;Unprovoked;USA;Left knee & leg bitten
29-Aug-2004;Unprovoked;USA;Heel bitten
21-Aug-2004;Unprovoked;BRAZIL;Calf bitten & both hands injured
20-Aug-2004;Unprovoked;USA;Foot bitten
15-Aug-2004;Unprovoked;USA;FATAL
06-Aug-2004;Unprovoked;USA;Back, buttocks, left hand & left side of face bitten
03-Aug-2004;Unprovoked;AUSTRALIA;Minor puncture wounds to leg
Aug-2004;Boat;SOUTH AFRICA;"No injury to occupants; boat damaged"
31-Jul-2004;Unprovoked;USA;Right foot bitten
30-Jul-2004;Unprovoked;RUSSIA;Thigh & calf bitten
28-Jul-2004;Unprovoked;USA;Right calf bitten
27-Jul-2004;Unprovoked;USA;Right forearm & wrist lacerated
27-Jul-2004;Unprovoked;USA;Right foot bitten
25-Jul-2004;Unprovoked;USA;Right forearm nearly severed and bites above & below the right knee
" 19-Jul-2004 Reported to have happened  ""on the weekend""";Boating;AUSTRALIA;"No injury to occupants; shark mouthed motor, severed anchor line"
15-Jul-2004 ;Unprovoked;JAPAN;Suffered broken ribs when the shark's tail fin slammed into his chest
10-Jul-2004;Unprovoked;AUSTRALIA;FATAL, abdomen, pelvis & leg bitten      
02-Jul-2004;Unprovoked;EGYPT;Hand severed
02-Jul-2004;Unprovoked;USA;Right foot lacerated
26-Jun-2004;Unprovoked;USA;No injury, shark struck his board
26-Jun-2004;Invalid;AUSTRALIA;No injury, shark made threat displays & diver fended it off with his speargun
14-Jun-2004;Unprovoked;USA;Foot bitten
10-Jun-2004;Unprovoked;AUSTRALIA;Ankle & foot lacerated
10-Jun-2004;Unprovoked;USA;Right wrist  & left arm lacerated
02-Jun-2004;Unprovoked;SOUTH AFRICA;FATAL, leg severed 
29-May-2004;Unprovoked;USA;Puncture wounds on shin
23-May-2004;Unprovoked;BRAZIL;Left hand, foot severed &  left calf & arm bitten
28-May-2004;Unprovoked;USA;No injury
23-May-2004;Unprovoked;USA;Calf & foot lacerated
22-May-2004;Invalid;USA;Single puncture wound on the foot
22-May-2004;Unprovoked;USA;Foot bitten
22-May-2004;Unprovoked;BRAZIL;Hips & thighs bitten
18-May-2004;Provoked;BAHAMAS;Left forearm bitten PROVOKED INCIDENT
04-May-2004;Unprovoked;USA;No injury, board bitten
01-May-2004;Unprovoked;BRAZIL;FATAL
26-Apr-2004;Unprovoked;AUSTRALIA;Puncture wounds on wrist
22-Apr-2004;Boat;NEW ZEALAND;No injury to occupants, boat scratched by shark
13-Apr-2004;Unprovoked; TONGA;Bitten on feet, legs, back & abdomen but survived.  Survivors rescued after  7.5 hours in the water
13-Apr-2004;Invalid; TONGA;He was was bitten on the arm by small sharks & died, but it was not clear if he died as result of the bite or death resulted from drowing
07-Apr-2004;Unprovoked;USA;FATAL Severe wound to right thigh & calf
05-Apr-2004;Unprovoked;SOUTH AFRICA;Left leg lacerated, right leg severed above the knee 
04-Apr-2004;Invalid;USA;Disappeared, surfboard washed ashore, marks on leash suggested shark involvement 
31-Mar-2004;Unprovoked;USA;Right foot bitten
31-Mar-2004;Unprovoked;USA;15 puncture wounds on foot
29-Mar-2004;Unprovoked;BRAZIL;Lower left leg bitten, surgically amputated
28-Mar-2004;Unprovoked;USA;Heel bitten
27-Mar-2004;Unprovoked;REUNION;Right thigh bitten
27-Mar-2004;Unprovoked;USA;Minor lacerations & abrasions on forearm
14-Mar-2004;Unprovoked;USA;Lacerations to left foot
22-Mar-2004;Unprovoked;NEW ZEALAND;No injury
16-Mar-2004;Unprovoked;USA;No injury, board bitten
06-Mar-2004;Unprovoked;AUSTRALIA;Shin & calf bitten
29-Feb-2004;Unprovoked;BRAZIL;FATAL, right thigh & hip bitten   
26-Feb-2004;Unprovoked;NEW ZEALAND;Thigh lacerated
21-Feb-2004;Unprovoked;AUSTRALIA;Three toes lacerated
16-Feb-2004;Invalid;AUSTRALIA;Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area
14-Feb-2004;Unprovoked;EGYPT;FATAL
11-Feb-2004;Unprovoked;AUSTRALIA;Leg bitten
25-Jan-2004;Unprovoked;AUSTRALIA;Left leg bitten
23-Jan-2004;Unprovoked;URUGUAY;Puncture wounds to dorsum of right foot
22-Jan-2004;Invalid;NEW ZEALAND;No injury, swim fin damaged
21-Jan-2004;Unprovoked;VENEZUELA;Lower back & hand bitten
21-Jan-2004;Unprovoked;VENEZUELA;Right leg bitten
Reported 15-Jan-2004 ;Boating;SOUTH AFRICA;No injury to occupants, stern of ski bitten
12-Jan-2004;Unprovoked;AUSTRALIA;No injury, swim fin ripped off
07-Jan-2004;Unprovoked;SOUTH AFRICA;Foot lacerated
03-Jan-2004;Invalid;NEW ZEALAND;No injury, no attack, shark took fish from back of kayak
03-Jan-2004;Sea Disaster;EGYPT;No survivors, sharks scavenged on remains
2004;Unprovoked;AUSTRALIA;No inury
31-Dec-2003;Boating;SOUTH AFRICA;No injury to occupants
26-Dec-2003;Invalid;USA;Knee lacerated
13-Dec-2003;Unprovoked;USA;Foot bitten
13-Dec-2003;Unprovoked;NEW ZEALAND;FATAL
08-Dec-2003;Unprovoked;AUSTRALIA;No inury, shark caught leash attached to surfer's ankle & towed him a short distance
30-Nov-2003;Unprovoked;AUSTRALIA;After biting Halverson, it bit Scott's thigh
30-Nov-2003;Unprovoked;AUSTRALIA;Hand & foot bitten
27-Nov-2003;Unprovoked;SOUTH AFRICA;Presumed FATAL, severed hand recovered
22-Nov-2003;Unprovoked;USA;Severe abrasion to left lateral calf
12-Nov-2003 ;Unprovoked;INDIA;Left index finger lacerated
12-Nov-2003;Unprovoked;USA;Lacerations to hand
06-Nov-2003;Unprovoked;EGYPT;Hand/elbow injured
06-Nov-2003;Unprovoked;SOUTH AFRICA;No injury to occupants, hull of ski bitten
01-Nov-2003;Unprovoked;AUSTRALIA;Minor lacerations to leg & foot
Nov-2003;Provoked;PANAMA;Left forearm bitten PROVOKED INCIDENT
31-Oct-2003;Unprovoked;USA;Left foot (sole) bitten
31-Oct-2003;Unprovoked;AUSTRALIA;Left ankle & foot lacerated
31-Oct-2003;Unprovoked;USA;Left arm severed below shoulder
27-Oct-2003;Unprovoked;USA;Laceration on right ankle & heel
24-Oct-2003;Invalid;USA;Left forearm lacerated
14-Oct-2003;Unprovoked;USA;Foot bitten
06-Oct-2003;Invalid;USA;Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.
05-Oct-2003;Unprovoked;USA;Minor puncture wounds in hand
05-Oct-2003;Unprovoked;USA;5 to 6 lacerations on right foot & ankle
05-Oct-2003;Provoked;USA;Left ankle bitten when he stepped on the shark PROVOKED INCIDENT
05-Oct-2003;Unprovoked;USA;Left foot bitten
05-Oct-2003;Unprovoked;USA;Left thigh abraded, right knee and right index finger injured
29-Sep-2003;Unprovoked;FIJI;FATAL abdomen bitten
28-Sep-2003;Unprovoked;USA;Arm lacerated
21-Sep-2003;Unprovoked;USA;Left foot bitten
19-Sep-2003;Unprovoked;USA;Left heel lacerated
17-Sep-2003;Unprovoked;USA;3 puncture wounds on left foot
14-Sep-2003;Unprovoked;USA;Left foot: lacerations on heel and sole
14-Sep-2003;Boat;SOUTH AFRICA;No injury to occupants, shark bit boat
14-Sep-2003;Invalid;USA;Puncture wounds on inner thigh
13-Sep-2003;Unprovoked;USA;Left calf avulsion
13-Sep-2003;Unprovoked;USA;Ankle lacerated
12-Sep-2003;Unprovoked;SOUTH AFRICA;FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  
Sep-2003;Unprovoked;USA;2 lacerations on each side of Achilles tendon
29-Aug-2003;Provoked;USA;PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  
19-Aug-2003;Unprovoked;USA;FATAL          Hip & upper thigh bitten, femoral artery severed 
12-Aug-2003;Invalid;USA;Left ankle lacerated
08-Aug-2003;Unprovoked;SOUTH AFRICA;No injury, wetsuit torn & board bitten
Reported 26-Jul-2003;Unprovoked;AUSTRALIA;No injury, flung into water when shark bit rudder of ski
20-Jul-2003;Unprovoked;USA;Laceration to little finger of  right hand
15-Jul-2003;Unprovoked;USA;Heel & sole of left foot
10-Jul-2003;Unprovoked;BAHAMAS;Right thigh bitten
05-Jul-2003;Provoked;USA;3 puncture wounds on right lateral ankle PROVOKED INCIDENT
05-Jul-2003;Unprovoked;USA;Left foot bitten
04-Jul-2003;Unprovoked;BAHAMAS;Left calf bitten
Jul-2003;Unprovoked;USA;Laceration to toe
Late Jul-2003;Unprovoked;FRENCH POLYNESIA;Leg bitten
Jul-2003;Unprovoked;NEW ZEALAND;Chest & buttocks  bitten
30-Jun-2003;Unprovoked;USA;Right foot & toes lacerated
26-Jun-2003;Unprovoked;USA;Ankle lacerated
24-Jun-2003;Unprovoked;BRAZIL;FATAL
24-Jun-2003;Unprovoked;USA;2 lacerations to the thigh
24-Jun-2003;Unprovoked;USA;Right foot bitten
22-Jun-2003;Unprovoked;USA;Left leg bitten
19-Jun-2003;Unprovoked;USA;Hand bitten 
08-Jun-2003;Unprovoked;USA;6 puncture wounds to left ankle
Jun-2003;Invalid;USA;Foot lacerated
25-May-2003;Unprovoked;USA;Left foot lacerated
14-May-2003;Unprovoked;USA;Left foot bitten
10-May-2003;Unprovoked;USA;Right calf & heel bitten
07-May-2003;Provoked;USA;Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT
03-May-2003;Unprovoked;USA;Laceration to right lower leg
May-2003;Unprovoked;PHILIPPINES;Arm severed
26-Apr-2003;Provoked;BRAZIL;Shallow  lacerations to left  thigh PROVOKED INCIDENT
25-Apr-2003;Unprovoked;BRAZIL;Bitten on finger
23-Apr-2003;Unprovoked;BRAZIL;Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation
23-Apr-2003;Unprovoked;BRAZIL;Right hand lacerated
21-Apr-2003;Unprovoked;USA;Right leg bitten
21-Apr-2003;Unprovoked;USA;Survived
20-Apr-2003;Unprovoked;USA;Left foot bitten
20-Apr-2003;Unprovoked;USA;Small lacerations to foot
20-Apr-2003;Unprovoked;USA;Left ankle bitten or right foot
19-Apr-2003;Unprovoked;USA;Left foot bitten
18-Apr-2003;Unprovoked;USA;2 lacerations on left thigh
15-Apr-2003;Unprovoked;USA;Left calf lacerated
11-Apr-2003;Unprovoked;VENEZUELA;Right foot bitten, left leg severed
09-Apr-2003;Unprovoked;USA;Arm lacerated
04-Apr-2003;Unprovoked;USA;Left hand and wrist bitten
10-Mar-2003;Provoked;USA;Hand nipped PROVOKED INCIDENT
27-Feb-2003;Unprovoked;NEW ZEALAND;Arm lacerated (shark made 3 strikes)
15-Feb-2003;Unprovoked;AUSTRALIA;Ankle lacerated
15-Feb-2003;Unprovoked;USA;Left hand bitten
11-Feb-2003;Unprovoked;AUSTRALIA;Puncture wounds on heel, legs and buttocks
08-Feb-2003;Unprovoked;AUSTRALIA;FATAL
17-Jan-2003;Invalid;SOUTH AFRICA;Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th
03-Jan-2003;Unprovoked;COSTA RICA;Lower right leg lacerated
02-Jan-2003;Unprovoked;AUSTRALIA;No injury, but her surfboard was bitten
29-Dec-2002;Unprovoked;AUSTRALIA;Left arm lacerated
24-Dec-2002;Unprovoked;SOUTH AFRICA;Forearms lacerated
21-Dec-2002;Unprovoked;AUSTRALIA;Groin bitten
20-Dec-2002;Invalid;AUSTRALIA;Foot lacerated
16-Dec-2002;Unprovoked;AUSTRALIA;FATAL
01-Dec-2002;Unprovoked;BRAZIL;FATAL
28-Nov-2002;Unprovoked;MICRONESIA;Minor injury to right calf
28-Nov-2002;Unprovoked;USA;Both legs severely lacerated
17-Nov-2002;Unprovoked;USA;Right shoulder forarm & wrist bitten
14-Nov-2002;Unprovoked;TURKS & CAICOS;Right upper am, shoulder & back severely  bitten
11-Nov-2002;Unprovoked;USA;1.5-inch laceration
02-Nov-2002;Unprovoked;USA;Puncture wounds on right foot
Nov-2002;Unprovoked;FRENCH POLYNESIA;Shin bruised
30-Oct-2002;Unprovoked;USA;Left foot bitten 
14-Oct-2002;Unprovoked;BRAZIL;FATAL, body not recovered
11-Oct-2002;Unprovoked;USA;Left foot bitten
05-Oct-2002;Unprovoked;USA;Abrasions on right hand & deep laceration on middle finger
05-Oct-2002;Unprovoked;USA;Heel & back of right knee lacerated
03-Oct-2002;Unprovoked;USA;Left hand lacerated and abraded
30-Sep-2002;Unprovoked;USA;Right hand severely lacerated
29-Sep-2002;Unprovoked;USA;Left hand bitten
27-Sep-2002;Unprovoked;USA;No injury, surfboard bitten 
27-Sep-2002;Provoked;USA;Left thumb lacerated PROVOKED INCIDENT
27-Sep-2002;Provoked;TONGA;Thigh lacerated  PROVOKED INCIDENT
21-Sep-2002;Unprovoked;USA; Ankle lacerated
21-Sep-2002;Unprovoked;USA;No injury
16-Sep-2002;Unprovoked;BRAZIL;Left thigh bitten, leg surgically amputated
16-Sep-2002;Unprovoked;USA;No injury, shark fin seen just before board ripped away & dragged out to sea
13-Sep-2002;Unprovoked;SOUTH AFRICA;No injury
09-Sep-2002;Unprovoked;USA;Bitten above & below right knee
05-Sep-2002;Provoked;USA;2 small puncture wounds on left foot PROVOKED INCIDENT
28-Aug-2002;Unprovoked;USA;Left foot lacerated 
17-Aug-2002;Unprovoked;USA;Both arms & leg bitten
14-Aug-2002;Unprovoked;USA;Big toe bitten
11-Aug-2002;Unprovoked;USA;Lacerations on heel & dorsum of right foot
07-Aug-2002;Unprovoked;USA;Ankle & leg lacerated
Reported 06-Aug-2002;Provoked;UNITED KINGDOM;Hand bitten by captive shark PROVOKED INCIDENT
05-Aug-2002;Unprovoked;USA;Leg lacerated
26-Jul-2002;Unprovoked;USA;Heel bitten
20-Jul-2002;Unprovoked;USA;Calf bitten
10-Jul-2002;Provoked;USA;2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT
09-Jul-2002;Provoked;USA;Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT
10-Jul-2002;Unprovoked;BRAZIL;Right hand severed
04-Jul-2002;Unprovoked;USA;Calf, foot & hand bitten
20-Jun-2002;Unprovoked;AUSTRALIA;minor injury to foot
20-Jun-2002;Unprovoked;USA;Small lacerations on right lower leg
16-Jun-2002;Invalid;INDONESIA;Human remains (right forearm & leg) recovered from 3.7m [12'] tiger sharkÆs gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier
Reported 13-Jun-2002;Unprovoked;PAPUA NEW GUINEA;Arm severely lacerated, surgically amputated
Reported 13-Jun-2002;Unprovoked;PAPUA NEW GUINEA;FATAL
11-Jun-2002;Unprovoked;USA;No injury, shark bit side of surfboard
10-Jun-2002;Unprovoked;USA;Right hand lacerated
09-Jun-2002;Unprovoked;USA;6-inch gash on right foot
09-Jun-2002;Unprovoked;USA;Right calf lacerated
03-Jun-2002;Unprovoked;SOUTH AFRICA;Upper arm bitten
31-May-2002;Unprovoked;USA;Lacerated leg & back
31-May-2002;Unprovoked;USA;Lacerated foot
22-May-2002;Provoked;USA;Leg bitten by hooked shark PROVOKED INCIDENT
22-May-2002;Unprovoked;USA;2-inch wound on dorsum of right foot, 1-inch wound on sole
Reported 21-May-2002;Unprovoked;COSTA RICA;Toothmarks in board & his swim trunks
21-May-2002;Unprovoked;PAPUA NEW GUINEA;Wrist lacerated
13-May-2002;Unprovoked;USA;Laceration to arm.
10-May-2002;Unprovoked;BRAZIL;Leg injured
07-May-2002;Provoked;AUSTRALIA;Netted shark injured his am & 6 fingers PROVOKED INCIDENT
30-Apr-2002;Unprovoked;AUSTRALIA;FATAL, torso & leg bitten  
21-Apr-2002;Invalid;AUSTRALIA;Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark
20-Apr-2002;Unprovoked;USA;Left foot bitten
18-Apr-2002;Unprovoked;USA;Left foot bitten
12-Apr-2002;Unprovoked;AUSTRALIA;Foot bitten
09-Apr-2002;Unprovoked;BAHAMAS;Calf bitten
02-Apr-2002;Unprovoked;USA;Two half-inch lacerations on right heel and one near small toe
01-Apr-2002;Unprovoked;USA;Upper left arm bitten
25-Mar-2002;Unprovoked;USA;Left leg severed below knee
25-Mar-2002;Unprovoked;USA;Foot bitten
24-Mar-2002;Unprovoked;BRAZIL;Severe kacerations, FATAL
19-Mar-2002;Unprovoked;USA;Punctures on left foot and foot 
15-Mar-2002;Unprovoked;USA;Arm bitten
15-Mar-2002;Unprovoked;USA;Several  puncture wounds on lower right leg
03-Mar-2002;Invalid;NEW CALEDONIA;PRESUMED FATAL, body not recovered
23-Feb-2002;Unprovoked;TURKS & CAICOS;FATAL
16-Feb-2002;Unprovoked;AUSTRALIA;Heel / foot bitten
11-Feb-2002;Unprovoked;FIJI;FATAL, lower thigh & knee severely lacerated 
07-Feb-2002;Boating;AUSTRALIA;Stern of kayak bitten/chest bruised 
30-Jan-2002;Unprovoked;AUSTRALIA;Bruises & minor cuts
30-Jan-2002;Unprovoked;AUSTRALIA;15 cm wound on inner thigh
04-Jan-2002;Unprovoked;SOUTH AFRICA;Leg bitten & surgically amputated
03-Jan-2002;Unprovoked;BRAZIL;FATAL
01-Jan-2002;Unprovoked;SOUTH AFRICA;Foot & calf bitten
01-Jan-2002;Unprovoked;USA;Lacerations to buttocks & thigh
21-Dec-2001;Invalid;AUSTRALIA;No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display
23-Nov-2001;Unprovoked;AUSTRALIA;No Injury, shark hit board
14-Nov-2001;Unprovoked;USA;No injury, portion of board's lower surface removed
07-Nov-2001;Invalid;AUSTRALIA;No injury, fell off ski after possibly colliding with  a shark
07-Oct-2001;Unprovoked;SOUTH AFRICA;No injury
02-Oct-2001;Unprovoked;AUSTRALIA;Lacerations to right forearm & shoulder injured
30-Sep-2001;Unprovoked;MEXICO;Hand injured
30-Sep-2001;Boat;AUSTRALIA;No injury from shark
24-Sep-2001;Provoked;USA;PROVOKED INCIDENT Several small lacerations on left foot 
18-Sep-2001;Unprovoked;USA;"1"" to 2"" cuts on right ankle & foot"
16-Sep-2001;Invalid;USA;FATAL or drowning & scavenging
15-Sep-2001;Unprovoked;USA;2 lacerations on lower back, punctures on buttock
15-Sep-2001;Unprovoked;USA;Foot bitten
13-Sep-2001;Provoked;UNITED KINGDOM;Head bitten by captive shark PROVOKED INCIDENT
08-Sep-2001;Provoked;USA;Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT
07-Sep-2001;Unprovoked;USA;Minor injury to left leg
07-Sep-2001;Invalid;USA;Left hand injured
03-Sep-2001;Unprovoked;USA;FATAL
03-Sep-2001;Unprovoked;USA;Left buttock & foot  severed
02-Sep-2001;Unprovoked;USA;Right calf lacerated
01-Sep-2001;Unprovoked;USA;FATAL, thigh bitten 
31-Aug-2001;Unprovoked;BAHAMAS;Torso lacerated
29-Aug-2001;Unprovoked;USA;Punctures & lacerations on elbow & forearm
27-Aug-2001;Unprovoked;USA;Heel lacerated
